Transaction Date,Month,Bar Code,Equipment Id,Umoja EqpNo,Plate #,Asset #,Long Description,Owner Type,Owner Name,Location Id,TP Sub Type,Section/Unit,Receiving Person,Dest Odometer,Odometer Unit,Fuel Qty,Qty Unit,Full Tank,Std. FCU,Tolerance %,Adj. Std. FCU,FCU UOM,Txn FCU,ODO Diff,Monthly FCU,Transaction Id,Overconsumption %,Overconsumption Liter
13-02-23,2023 / 02,02335461-0-1,02335461,,UN 036,1-3VJ6FPV,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,,MIL-31899,278853,km,121,litre,Y,12,20,14.4,litre/100 km,11.6346154,1040,,01037700043966582175N-1676293052251-45,,
31-10-22,2022 / 10,02335461-0-1,02335461,,UN 036,1-3VJ6FPV,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,,MIL-31789,276579,km,125,litre,Y,12,20,14.4,litre/100 km,11.627907,1075,11.627907,01037700043966582174N-1667212733428-489,,
22-12-22,2022 / 12,02335461-0-1,02335461,,UN 036,1-3VJ6FPV,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,,MIL-31899,277813,km,140,litre,Y,12,20,14.4,litre/100 km,11.3452188,1234,11.3452188,01037700043966582174N-1671688783328-612,,
07-07-22,2022 / 07,02335461-0-1,02335461,,UN 036,1-3VJ6FPV,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,,MIL-31810,275504,km,110,litre,Y,12,20,14.4,litre/100 km,9.5902354,1147,9.5902354,01037700043966582174N-1657179332631-178,,
07-04-23,2023 / 04,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MS4-401887,412844,km,50,litre,Y,12,20,14.4,litre/100 km,11.7647059,425,,0103770004396658213O7-1680847548771-72,,
15-07-22,2022 / 07,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MS4-401712,382947,km,76,litre,Y,12,20,14.4,litre/100 km,10.9510086,694,,0103770004396658213L5-1657868185953-1036,,
29-07-22,2022 / 07,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MS4-401654,384818,km,74,litre,Y,12,20,14.4,litre/100 km,10.9144543,678,10.5263158,0103770004396658213H2-1659091132182-741,,
31-08-22,2022 / 08,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31730,390137,km,73,litre,Y,12,20,14.4,litre/100 km,10.8792846,671,10.1945003,0103770004396658213H2-1661929006187-774,,
10-11-22,2022 / 11,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MS4-401820,396979,km,64,litre,Y,12,20,14.4,litre/100 km,10.8658744,589,,0103770004396658213UN-1668064547021-4361,,
16-12-22,2022 / 12,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31730,400991,km,56,litre,Y,12,20,14.4,litre/100 km,10.7899807,519,,0103770004396658213H2-1671178694434-946,,
31-10-22,2022 / 10,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31730,396390,km,119,litre,Y,12,20,14.4,litre/100 km,10.7887579,1103,10.6373816,0103770004396658214T9-1667203528091-412,,
15-09-22,2022 / 09,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MS4-401726,391670,km,164,litre,Y,12,20,14.4,litre/100 km,10.6979778,1533,,0103770004396658213O7-1663253825579-3291,,
12-08-22,2022 / 08,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MS4-401546,386507,km,90,litre,Y,12,20,14.4,litre/100 km,10.6761566,843,,0103770004396658213H2-1660281246085-747,,
07-07-22,2022 / 07,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MS4-401654,382253,km,61,litre,Y,12,20,14.4,litre/100 km,10.6457243,573,,0103770004396658213L5-1657192985890-1026,,
07-10-22,2022 / 10,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31730,394068,km,126,litre,Y,12,20,14.4,litre/100 km,10.5351171,1196,,0103770004396658213O7-1665124328899-3351,,
31-03-23,2023 / 03,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31938,412419,km,138,litre,Y,12,20,14.4,litre/100 km,10.5343511,1310,10.4424399,01037700043966582175O-1680242372652-96,,
21-10-22,2022 / 10,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31730,395287,km,77,litre,Y,12,20,14.4,litre/100 km,10.5047749,733,,01037700043966582152E-1666348226385-724,,
14-10-22,2022 / 10,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31730,394554,km,51,litre,Y,12,20,14.4,litre/100 km,10.4938272,486,,0103770004396658214T9-1665731510834-351,,
25-11-22,2022 / 11,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MS4-401715,398703,km,76,litre,Y,12,20,14.4,litre/100 km,10.4827586,725,,0103770004396658214T9-1669376917613-514,,
05-08-22,2022 / 08,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31730,385664,km,88,litre,Y,12,20,14.4,litre/100 km,10.4018913,846,,0103770004396658213L5-1659688093248-1096,,
16-06-23,2023 / 06,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31938,420269,km,101,litre,Y,12,20,14.4,litre/100 km,10.4016478,971,10.4016478,01037700043966582174N-1686895090870-331,,
23-09-22,2022 / 09,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31730,392872,km,125,litre,Y,12,20,14.4,litre/100 km,10.3993344,1202,10.3993344,0103770004396658213L5-1663928711195-1180,,
17-03-23,2023 / 03,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31938,411109,km,105.1,litre,Y,12,20,14.4,litre/100 km,10.324165,1018,,01037700043966582175O-1679039302397-48,,
13-04-23,2023 / 04,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31938,413688,km,87,litre,Y,12,20,14.4,litre/100 km,10.3080569,844,,0103770004396658213O7-1681384450078-83,,
12-05-23,2023 / 05,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MS4-401856,416577,km,61,litre,Y,12,20,14.4,litre/100 km,10.3040541,592,,0103770004396658213O7-1683895549599-147,,
05-05-23,2023 / 05,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31938,415985,km,57,litre,Y,12,20,14.4,litre/100 km,10.2888087,554,,01037700043966582175O-1683284181718-193,,
07-03-23,2023 / 03,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31938,410091,km,76,litre,Y,12,20,14.4,litre/100 km,10.2564103,741,,01037700043966582174N-1678180374948-25,,
09-06-23,2023 / 06,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31938,419298,km,53,litre,Y,12,20,14.4,litre/100 km,10.2514507,517,,01037700043966582175Z-1686305146373-115,,
26-05-23,2023 / 05,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MS4-401871,418149,km,94,litre,Y,12,20,14.4,litre/100 km,10.1952278,922,,01037700043966582175N-1685108219637-405,,
30-12-22,2022 / 12,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MS4-401542,402221,km,125,litre,Y,12,20,14.4,litre/100 km,10.1626016,1230,10.3487707,0103770004396658213H2-1672398713185-977,,
24-02-23,2023 / 02,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31938,408460,km,108,litre,Y,12,20,14.4,litre/100 km,10.1408451,1065,,0103770004396658214T9-1677241881729-757,,
31-05-23,2023 / 05,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31938,418781,km,64,litre,Y,12,20,14.4,litre/100 km,10.1265823,632,10.0500715,0103770004396658213O7-1685523399198-204,,
13-01-23,2023 / 01,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31730,403268,km,106,litre,Y,12,20,14.4,litre/100 km,10.1241643,1047,,0103770004396658213L5-1673612989687-1306,,
10-02-23,2023 / 02,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31938,406756,km,66,litre,Y,12,20,14.4,litre/100 km,10.1226994,652,,0103770004396658214T9-1676011734976-712,,
30-11-22,2022 / 11,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31730,399276,km,58,litre,Y,12,20,14.4,litre/100 km,10.122164,573,10.1001306,0103770004396658213H2-1669799622832-919,,
23-06-23,2023 / 06,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31938,421660,km,140,litre,Y,12,20,14.4,litre/100 km,10.0647017,1391,,01037700043966582174N-1687498845190-346,,
22-07-22,2022 / 07,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MS4-401542,384140,km,120,litre,Y,12,20,14.4,litre/100 km,10.0586756,1193,,0103770004396658213L5-1658470877411-1050,,
09-12-22,2022 / 12,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31730,400472,km,120,litre,Y,12,20,14.4,litre/100 km,10.0334448,1196,,0103770004396658213H2-1670572684570-924,,
03-02-23,2023 / 02,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MS4-401654,406104,km,60,litre,Y,12,20,14.4,litre/100 km,10.0334448,598,,0103770004396658213H2-1675426754295-1006,,
19-08-22,2022 / 08,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31730,388012,km,150,litre,Y,12,20,14.4,litre/100 km,9.9667774,1505,,0103770004396658213H2-1660891159837-757,,
26-08-22,2022 / 08,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31730,389466,km,143,litre,Y,12,20,14.4,litre/100 km,9.8349381,1454,,0103770004396658213H2-1661511229732-769,,
18-11-22,2022 / 11,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31730,397978,km,98,litre,Y,12,20,14.4,litre/100 km,9.8098098,999,,0103770004396658214T9-1668764628591-481,,
28-04-23,2023 / 04,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31938,415431,km,70,litre,Y,12,20,14.4,litre/100 km,9.762901,717,9.9342868,01037700043966582175Z-1682677062163-38,,
20-04-23,2023 / 04,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MS4-401812,414714,km,100,litre,Y,12,20,14.4,litre/100 km,9.7465887,1026,,0103770004396658213O7-1682000149301-103,,
28-02-23,2023 / 02,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31938,409350,km,86,litre,Y,12,20,14.4,litre/100 km,9.6629213,890,9.7350585,01037700043966582152E-1677592343384-1161,,
20-01-23,2023 / 01,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31730,404407,km,110,litre,Y,12,20,14.4,litre/100 km,9.6575944,1139,,0103770004396658213L5-1674218077297-1317,,
30-06-23,2023 / 06,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MS4-401881,422443,km,75,litre,Y,12,20,14.4,litre/100 km,9.5785441,783,,0103770004396658213O7-1688102404104-256,,
19-05-23,2023 / 05,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31938,417227,km,62,litre,Y,12,20,14.4,litre/100 km,9.5384615,650,,01037700043966582175O-1684478353953-219,,
31-01-23,2023 / 01,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31730,405506,km,101,litre,Y,12,20,14.4,litre/100 km,9.1901729,1099,,0103770004396658214T9-1675168115067-686,,
17-02-23,2023 / 02,00677509-0-1,00677509,17051383,UN 048,MIT 11074,"TOYOTA, PRADO",UN,UNFICYP,UNPA,,HQ ENGINEER,MIL-31938,407395,km,56,litre,Y,12,20,14.4,litre/100 km,8.7636933,639,,01037700043966582152E-1676631897249-1127,,
09-09-22,2022 / 09,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103043,399660,km,73,litre,Y,12,20,14.4,litre/100 km,13.594041,537,,0103770004396658213UN-1662717017410-4012,,
14-10-22,2022 / 10,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103078,403602,km,64,litre,Y,12,20,14.4,litre/100 km,13.0346232,491,13.0346232,0103770004396658213UN-1665741504921-4220,,
28-03-23,2023 / 03,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103285,417092,km,94,litre,Y,12,20,14.4,litre/100 km,12.7891156,735,10.9380934,0103770004396658213L5-1680014746028-300,,
03-06-23,2023 / 06,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103338,420039,km,48,litre,Y,12,20,14.4,litre/100 km,12.5,384,12.5,0103770004396658213L5-1685783814691-1206,,
07-11-22,2022 / 11,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103038,407073,km,60,litre,Y,12,20,14.4,litre/100 km,12.2199593,491,,0103770004396658213UN-1667813444912-4341,,
19-01-23,2023 / 01,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103080,410569,km,83,litre,Y,12,20,14.4,litre/100 km,11.976912,693,11.976912,0103770004396658213UN-1674141982475-4778,,
04-08-22,2022 / 08,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-102936,396732,km,133,litre,Y,12,20,14.4,litre/100 km,11.9604317,1112,11.9604317,0103770004396658213UN-1659624716870-3825,,
07-07-22,2022 / 07,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-102940,393536,km,71,litre,Y,12,20,14.4,litre/100 km,11.525974,616,,0103770004396658213O7-1657202434990-3065,,
22-03-23,2023 / 03,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103279,416357,km,72,litre,Y,12,20,14.4,litre/100 km,11.52,625,,0103770004396658213L5-1679482471701-202,,
19-12-22,2022 / 12,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103079,409141,km,140,litre,Y,12,20,14.4,litre/100 km,11.3728676,1231,,0103770004396658213UN-1671445906051-4583,,
24-02-23,2023 / 02,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103405,414058,km,94,litre,Y,12,20,14.4,litre/100 km,11.3253012,830,,0103770004396658213UN-1677222682786-5011,,
07-10-22,2022 / 10,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103043,403111,km,48,litre,Y,12,20,14.4,litre/100 km,11.2412178,427,,0103770004396658213UN-1665147914493-4176,,
03-03-23,2023 / 03,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103338,414459,km,45,litre,Y,12,20,14.4,litre/100 km,11.2219451,401,,0103770004396658213UN-1677832103331-5061,,
29-07-22,2022 / 07,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-102935,395620,km,119,litre,Y,12,20,14.4,litre/100 km,11.1842105,1064,10.8518519,0103770004396658213UN-1659067326889-3781,,
16-09-22,2022 / 09,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103044,400490,km,92,litre,Y,12,20,14.4,litre/100 km,11.0843373,830,,0103770004396658213UN-1663335331529-4049,,
13-06-23,2023 / 06,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103405,420383,km,38,litre,Y,12,20,14.4,litre/100 km,11.0465116,344,,0103770004396658214SR-1686664446895-158,,
20-05-23,2023 / 05,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103279,419655,km,77,litre,Y,12,20,14.4,litre/100 km,10.8450704,710,10.8450704,0103770004396658213L5-1684581425414-1087,,
23-09-22,2022 / 09,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103083,401514,km,110,litre,Y,12,20,14.4,litre/100 km,10.7421875,1024,,0103770004396658213UN-1663925686643-4080,,
04-07-22,2022 / 07,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-102940,392920,km,70,litre,Y,12,20,14.4,litre/100 km,10.6544901,657,,0103770004396658214T9-1656934434810-75,,
30-09-22,2022 / 09,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103123,402684,km,124,litre,Y,12,20,14.4,litre/100 km,10.5982906,1170,11.2047178,0103770004396658213UN-1664545442938-4134,,
04-11-22,2022 / 11,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103043,406582,km,68,litre,Y,12,20,14.4,litre/100 km,10.5590062,644,,0103770004396658213L5-1667558888912-1208,,
21-11-22,2022 / 11,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103158,407910,km,87,litre,Y,12,20,14.4,litre/100 km,10.3942652,837,,0103770004396658213UN-1669021722321-4419,,
14-02-23,2023 / 02,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103338,413228,km,144,litre,Y,12,20,14.4,litre/100 km,10.3821197,1387,,0103770004396658213UN-1676368471517-4952,,
16-07-22,2022 / 07,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-102940,394556,km,103,litre,Y,12,20,14.4,litre/100 km,10.0980392,1020,,0103770004396658213L5-1657959865328-1040,,
25-10-22,2022 / 10,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103189,404836,km,123,litre,Y,12,20,14.4,litre/100 km,9.9675851,1234,,0103770004396658213UN-1666691311952-4275,,
20-06-23,2023 / 06,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103338,421198,km,81,litre,Y,12,20,14.4,litre/100 km,9.9386503,815,,0103770004396658214SR-1687236679033-194,,
26-01-23,2023 / 01,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103113,411841,km,126,litre,Y,12,20,14.4,litre/100 km,9.9056604,1272,,0103770004396658213UN-1674745391408-4833,,
01-11-22,2022 / 11,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103158,405938,km,108,litre,Y,12,20,14.4,litre/100 km,9.800363,1102,,0103770004396658213UN-1667303973497-4314,,
16-03-23,2023 / 03,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103277,415732,km,122,litre,Y,12,20,14.4,litre/100 km,9.5836606,1273,,0103770004396658213L5-1678962062674-90,,
30-12-22,2022 / 12,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103126,409876,km,70,litre,Y,12,20,14.4,litre/100 km,9.5238095,735,9.5238095,0103770004396658213UN-1672394811921-4651,,
06-09-22,2022 / 09,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103078,399123,km,112,litre,Y,12,20,14.4,litre/100 km,4.6842325,2391,,0103770004396658213UN-1662474247068-3993,,
08-05-23,2023 / 05,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103338,418945,km,77,litre,Y,12,20,14.4,litre/100 km,0.0284452,270696,,0103770004396658213L5-1683532833326-771,,
28-04-23,2023 / 04,00677454-0-1,00677454,17051380,UN 105,MIT 11071,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,ARGCON,MS1-103340,148249,km,126,litre,Y,12,20,14.4,litre/100 km,-0.0468675,-268843,-0.0468675,0103770004396658213L5-1682690702001-733,,
07-10-22,2022 / 10,02176730-0-1,02176730,,UN 110,1-3R2XE4L,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,,MS1-103084,294174,km,146,litre,Y,12,20,14.4,litre/100 km,13.9446036,1047,,0103770004396658213UN-1665135332791-4172,,
25-11-22,2022 / 11,02176730-0-1,02176730,,UN 110,1-3R2XE4L,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,,MS1-103083,300298,km,106,litre,Y,12,20,14.4,litre/100 km,12.2685185,864,,0103770004396658213UN-1669374201295-4452,,
01-08-22,2022 / 08,02176730-0-1,02176730,,UN 110,1-3R2XE4L,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,,MS1-102935,287025,km,131,litre,Y,12,20,14.4,litre/100 km,12.1296296,1080,,0103770004396658213UN-1659326441084-3797,,
04-08-22,2022 / 08,02176730-0-1,02176730,,UN 110,1-3R2XE4L,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,,MS1-103122,287844,km,99,litre,Y,12,20,14.4,litre/100 km,12.0879121,819,,0103770004396658213UN-1659605838551-3821,,
15-09-22,2022 / 09,02176730-0-1,02176730,,UN 110,1-3R2XE4L,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,,MS1-103210,291914,km,112,litre,Y,12,20,14.4,litre/100 km,11.8518519,945,,0103770004396658213UN-1663230880395-4035,,
19-10-22,2022 / 10,02176730-0-1,02176730,,UN 110,1-3R2XE4L,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,,MS1-103075,295804,km,112,litre,Y,12,20,14.4,litre/100 km,11.8393235,946,,0103770004396658213UN-1666178189472-4247,,
12-10-22,2022 / 10,02176730-0-1,02176730,,UN 110,1-3R2XE4L,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,,MS1-103210,294858,km,80,litre,Y,12,20,14.4,litre/100 km,11.6959064,684,,0103770004396658213UN-1665559131261-4201,,
24-09-22,2022 / 09,02176730-0-1,02176730,,UN 110,1-3R2XE4L,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,,MS1-103219,293127,km,140,litre,Y,12,20,14.4,litre/100 km,11.5416323,1213,11.6774791,0103770004396658213UN-1664010084344-4091,,
05-09-22,2022 / 09,02176730-0-1,02176730,,UN 110,1-3R2XE4L,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,,MS1-103043,290969,km,89,litre,Y,12,20,14.4,litre/100 km,11.1809045,796,,0103770004396658213UN-1662370360547-3987,,
30-08-22,2022 / 08,02176730-0-1,02176730,,UN 110,1-3R2XE4L,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,,MS1-103052,290173,km,132,litre,Y,12,20,14.4,litre/100 km,11.1017662,1189,11.2770013,0103770004396658213UN-1661849380956-3952,,
17-02-23,2023 / 02,02176730-0-1,02176730,,UN 110,1-3R2XE4L,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,,MS1-103267,307872,km,133,litre,Y,12,20,14.4,litre/100 km,10.9285127,1217,10.9285127,0103770004396658213UN-1676625257103-4973,,
08-08-22,2022 / 08,02176730-0-1,02176730,,UN 110,1-3R2XE4L,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,,MS1-103043,288984,km,124,litre,Y,12,20,14.4,litre/100 km,10.877193,1140,,0103770004396658213UN-1659959072198-3847,,
11-03-23,2023 / 03,02176730-0-1,02176730,,UN 110,1-3R2XE4L,"TOYOTA, PRADO",UN,UNFICYP,Sector 1,,,MS1-103255,309717,km,49,litre,Y,12,20,14.4,litre/100 km,10.840708,452,,0103770004396658213L5-1678534916076-62,,
